Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income,
SC-10305,Sean Christensen,21-01-1996,M,1550793600,M,70000,"Insert into Customer values('SC-10305','Sean Christensen',35085,'M',1550793600,'M',70000)"
TN-21040,Tanja Norvell,25-03-1977,S,1427846400,F,70000,"Insert into Customer values('TN-21040','Tanja Norvell',28209,'S',1427846400,'F',70000)"
DR-12880,Dan Reichenbach,27-03-1990,M,1512000000,M,70000,"Insert into Customer values('DR-12880','Dan Reichenbach',32959,'M',1512000000,'M',70000)"
EB-3975,Erica Bern,13-03-1973,M,1539129600,M,70000,"Insert into Customer values('EB-3975','Erica Bern',26736,'M',1539129600,'M',70000)"
NS-8505,Neola Schneider,02-08-2001,M,1446076800,F,60000,"Insert into Customer values('NS-8505','Neola Schneider',37105,'M',1446076800,'F',60000)"
SF-20065,Sandra Flanagan,27-12-1966,M,1534809600,M,60000,"Insert into Customer values('SF-20065','Sandra Flanagan',24468,'M',1534809600,'M',60000)"
RA-19285,Ralph Arnett,01-02-2000,M,1557273600,F,60000,"Insert into Customer values('RA-19285','Ralph Arnett',36557,'M',1557273600,'F',60000)"
LT-17110,Liz Thompson,07-01-1990,M,1475971200,F,70000,"Insert into Customer values('LT-17110','Liz Thompson',32880,'M',1475971200,'F',70000)"
BF-11170,Ben Ferrer,27-11-1970,M,1539043200,F,70000,"Insert into Customer values('BF-11170','Ben Ferrer',25899,'M',1539043200,'F',70000)"
AR-825,Anthony Rawles,10-11-1991,S,1510272000,F,70000,"Insert into Customer values('AR-825','Anthony Rawles',33552,'S',1510272000,'F',70000)"
SD-20485,Shirley Daniels,02-01-2001,M,1554163200,F,70000,"Insert into Customer values('SD-20485','Shirley Daniels',36893,'M',1554163200,'F',70000)"
GW-4605,Giulietta Weimer,11-04-1995,M,1457740800,F,60000,"Insert into Customer values('GW-4605','Giulietta Weimer',34800,'M',1457740800,'F',60000)"
DB-13120,David Bremer,08-07-1969,M,1425168000,F,70000,"Insert into Customer values('DB-13120','David Bremer',25392,'M',1425168000,'F',70000)"
JC-5775,John Castell,23-02-1978,M,1494374400,F,70000,"Insert into Customer values('JC-5775','John Castell',28544,'M',1494374400,'F',70000)"
ND-8460,Neil Ducich,20-09-1978,M,1566000000,F,80000,"Insert into Customer values('ND-8460','Neil Ducich',28753,'M',1566000000,'F',80000)"
TC-11295,Toby Carlisle,18-03-2001,M,1533772800,M,80000,"Insert into Customer values('TC-11295','Toby Carlisle',36968,'M',1533772800,'M',80000)"
DM-2955,Dario Medina,03-11-1991,S,1451001600,F,40000,"Insert into Customer values('DM-2955','Dario Medina',33545,'S',1451001600,'F',40000)"
PJ-9015,Pauline Johnson,17-12-1979,M,1518998400,M,80000,"Insert into Customer values('PJ-9015','Pauline Johnson',29206,'M',1518998400,'M',80000)"
JH-5820,John Huston,27-12-2003,S,1551225600,M,80000,"Insert into Customer values('JH-5820','John Huston',37982,'S',1551225600,'M',80000)"
ME-18010,Michelle Ellison,29-11-1972,S,1423353600,M,80000,"Insert into Customer values('ME-18010','Michelle Ellison',26632,'S',1423353600,'M',80000)"
AH-10690,Anna Häberlin,01-03-2004,M,1469836800,M,80000,"Insert into Customer values('AH-10690','Anna Häberlin',38047,'M',1469836800,'M',80000)"
RD-19660,Robert Dilbeck,26-04-1963,S,1429747200,F,80000,"Insert into Customer values('RD-19660','Robert Dilbeck',23127,'S',1429747200,'F',80000)"
CD-1980,Carol Darley,11-12-1955,S,1451433600,M,80000,"Insert into Customer values('CD-1980','Carol Darley',20434,'S',1451433600,'M',80000)"
CL-2565,Clay Ludtke,27-02-1972,S,1480982400,M,60000,"Insert into Customer values('CL-2565','Clay Ludtke',26356,'S',1480982400,'M',60000)"
MO-7800,Meg O Connel,04-06-1994,M,1507248000,M,60000,"Insert into Customer values('MO-7800','Meg O Connel',34489,'M',1507248000,'M',60000)"
CR-2580,Clay Rozendal,31-12-1978,M,1518134400,M,40000,"Insert into Customer values('CR-2580','Clay Rozendal',28855,'M',1518134400,'M',40000)"
TC-10980,Tamara Chand,12-03-1992,S,1470787200,M,50000,"Insert into Customer values('TC-10980','Tamara Chand',33675,'S',1470787200,'M',50000)"
RD-9900,Ruben Dartt,10-05-1965,S,1426636800,F,50000,"Insert into Customer values('RD-9900','Ruben Dartt',23872,'S',1426636800,'F',50000)"
CS-12250,Chris Selesnick,12-11-1954,S,1491782400,F,50000,"Insert into Customer values('CS-12250','Chris Selesnick',20040,'S',1491782400,'F',50000)"
CH-12070,Cathy Hwang,03-08-1983,S,1559347200,F,30000,"Insert into Customer values('CH-12070','Cathy Hwang',30531,'S',1559347200,'F',30000)"
JF-15355,Jay Fein,18-06-1980,S,1467331200,F,50000,"Insert into Customer values('JF-15355','Jay Fein',29390,'S',1467331200,'F',50000)"
AS-135,Adrian Shami,16-08-1958,S,1498608000,F,50000,"Insert into Customer values('AS-135','Adrian Shami',21413,'S',1498608000,'F',50000)"
SP-20620,Stefania Perrino,02-10-1970,M,1527724800,M,50000,"Insert into Customer values('SP-20620','Stefania Perrino',25843,'M',1527724800,'M',50000)"
EC-14050,Erin Creighton,28-12-1951,S,1436572800,F,50000,"Insert into Customer values('EC-14050','Erin Creighton',18990,'S',1436572800,'F',50000)"
IG-5085,Ivan Gibson,16-10-1966,S,1471478400,F,50000,"Insert into Customer values('IG-5085','Ivan Gibson',24396,'S',1471478400,'F',50000)"
TB-21355,Todd Boyes,21-01-1962,S,1476576000,F,60000,"Insert into Customer values('TB-21355','Todd Boyes',22667,'S',1476576000,'F',60000)"
MH-17620,Matt Hagelstein,25-10-1979,S,1566086400,M,60000,"Insert into Customer values('MH-17620','Matt Hagelstein',29153,'S',1566086400,'M',60000)"
GT-14755,Guy Thornton,10-04-2001,S,1538265600,F,60000,"Insert into Customer values('GT-14755','Guy Thornton',36991,'S',1538265600,'F',60000)"
DF-13135,David Flashing,18-09-1984,S,1426809600,M,60000,"Insert into Customer values('DF-13135','David Flashing',30943,'S',1426809600,'M',60000)"
AS-240,Alan Shonely,01-08-1976,M,1508630400,M,60000,"Insert into Customer values('AS-240','Alan Shonely',27973,'M',1508630400,'M',60000)"
PG-8820,Patrick Gardner,11-08-1999,M,1539129600,M,60000,"Insert into Customer values('PG-8820','Patrick Gardner',36383,'M',1539129600,'M',60000)"
JS-6030,Joy Smith,15-09-1952,S,1511740800,F,60000,"Insert into Customer values('JS-6030','Joy Smith',19252,'S',1511740800,'F',60000)"
SS-20590,Sonia Sunley,22-05-2005,M,1456099200,M,40000,"Insert into Customer values('SS-20590','Sonia Sunley',38494,'M',1456099200,'M',40000)"
CS-2490,Cindy Schnelling,04-06-1959,M,1486512000,M,70000,"Insert into Customer values('CS-2490','Cindy Schnelling',21705,'M',1486512000,'M',70000)"
CM-2715,Craig Molinari,02-08-1978,M,1477872000,F,70000,"Insert into Customer values('CM-2715','Craig Molinari',28704,'M',1477872000,'F',70000)"
BM-1140,Becky Martin,27-02-2004,M,1440201600,F,70000,"Insert into Customer values('BM-1140','Becky Martin',38044,'M',1440201600,'F',70000)"
RD-19720,Roger Demir,27-03-1996,S,1475107200,F,40000,"Insert into Customer values('RD-19720','Roger Demir',35151,'S',1475107200,'F',40000)"
LD-17005,Lisa DeCherney,31-08-1981,M,1519948800,F,60000,"Insert into Customer values('LD-17005','Lisa DeCherney',29829,'M',1519948800,'F',60000)"
EB-3705,Ed Braxton,25-04-1981,M,1496188800,F,60000,"Insert into Customer values('EB-3705','Ed Braxton',29701,'M',1496188800,'F',60000)"
RH-19555,Ritsa Hightower,25-08-1960,M,1470355200,F,60000,"Insert into Customer values('RH-19555','Ritsa Hightower',22153,'M',1470355200,'F',60000)"
JP-6135,Julie Prescott,09-08-1969,M,1485734400,M,60000,"Insert into Customer values('JP-6135','Julie Prescott',25424,'M',1485734400,'M',60000)"
PB-9210,Phillip Breyer,08-12-1999,M,1485907200,M,40000,"Insert into Customer values('PB-9210','Phillip Breyer',36502,'M',1485907200,'M',40000)"
LC-16960,Lindsay Castell,18-11-1984,S,1461196800,F,70000,"Insert into Customer values('LC-16960','Lindsay Castell',31004,'S',1461196800,'F',70000)"
JC-15385,Jenna Caffey,28-11-1981,S,1433548800,F,70000,"Insert into Customer values('JC-15385','Jenna Caffey',29918,'S',1433548800,'F',70000)"
IL-15100,Ivan Liston,24-10-1974,S,1492214400,F,70000,"Insert into Customer values('IL-15100','Ivan Liston',27326,'S',1492214400,'F',70000)"
SW-10245,Scot Wooten,07-07-1950,S,1557705600,M,70000,"Insert into Customer values('SW-10245','Scot Wooten',18451,'S',1557705600,'M',70000)"
CP-2340,Christine Phan,05-12-2001,S,1445817600,F,60000,"Insert into Customer values('CP-2340','Christine Phan',37230,'S',1445817600,'F',60000)"
NS-18640,Noel Staavos,01-12-1984,M,1462492800,M,60000,"Insert into Customer values('NS-18640','Noel Staavos',31017,'M',1462492800,'M',60000)"
TR-21325,Toby Ritter,19-03-1970,S,1482451200,M,60000,"Insert into Customer values('TR-21325','Toby Ritter',25646,'S',1482451200,'M',60000)"
NF-8385,Natalie Fritzler,28-07-1973,M,1533513600,M,60000,"Insert into Customer values('NF-8385','Natalie Fritzler',26873,'M',1533513600,'M',60000)"
TZ-21580,Tracy Zic,18-03-1980,M,1461369600,F,60000,"Insert into Customer values('TZ-21580','Tracy Zic',29298,'M',1461369600,'F',60000)"
TB-11055,Ted Butterfield,07-12-1955,M,1466812800,F,60000,"Insert into Customer values('TB-11055','Ted Butterfield',20430,'M',1466812800,'F',60000)"
AJ-10795,Anthony Johnson,13-02-1956,M,1489449600,F,60000,"Insert into Customer values('AJ-10795','Anthony Johnson',20498,'M',1489449600,'F',60000)"
GH-14485,Gene Hale,24-03-1951,M,1435622400,M,60000,"Insert into Customer values('GH-14485','Gene Hale',18711,'M',1435622400,'M',60000)"
AG-10300,Aleksandra Gannaway,20-05-1986,M,1442361600,F,60000,"Insert into Customer values('AG-10300','Aleksandra Gannaway',31552,'M',1442361600,'F',60000)"
EH-3945,Eric Hoffmann,28-02-1972,M,1439251200,M,60000,"Insert into Customer values('EH-3945','Eric Hoffmann',26357,'M',1439251200,'M',60000)"
JD-6150,Justin Deggeller,08-10-1989,M,1427760000,M,60000,"Insert into Customer values('JD-6150','Justin Deggeller',32789,'M',1427760000,'M',60000)"
KH-16360,Katherine Hughes,01-01-1983,M,1448582400,F,70000,"Insert into Customer values('KH-16360','Katherine Hughes',30317,'M',1448582400,'F',70000)"
JB-6045,Julia Barnett,30-09-2003,M,1530230400,F,80000,"Insert into Customer values('JB-6045','Julia Barnett',37894,'M',1530230400,'F',80000)"
AH-585,Angele Hood,14-12-1956,M,1442188800,M,80000,"Insert into Customer values('AH-585','Angele Hood',20803,'M',1442188800,'M',80000)"
MS-7530,MaryBeth Skach,02-02-1964,M,1425340800,F,60000,"Insert into Customer values('MS-7530','MaryBeth Skach',23409,'M',1425340800,'F',60000)"
HA-14905,Helen Abelman,04-08-1966,M,1521936000,M,60000,"Insert into Customer values('HA-14905','Helen Abelman',24323,'M',1521936000,'M',60000)"
JG-15310,Jason Gross,01-07-1985,M,1472169600,M,60000,"Insert into Customer values('JG-15310','Jason Gross',31229,'M',1472169600,'M',60000)"
CD-1920,Carlos Daly,10-02-1994,S,1561161600,M,60000,"Insert into Customer values('CD-1920','Carlos Daly',34375,'S',1561161600,'M',60000)"
TC-21535,Tracy Collins,16-04-1974,M,1527724800,F,70000,"Insert into Customer values('TC-21535','Tracy Collins',27135,'M',1527724800,'F',70000)"
PB-9105,Peter Bühler,03-12-1963,M,1424995200,F,70000,"Insert into Customer values('PB-9105','Peter Bühler',23348,'M',1424995200,'F',70000)"
AR-10405,Allen Rosenblatt,13-03-1971,M,1548288000,M,90000,"Insert into Customer values('AR-10405','Allen Rosenblatt',26005,'M',1548288000,'M',90000)"
NK-18490,Neil Knudson,28-01-1954,M,1478822400,M,90000,"Insert into Customer values('NK-18490','Neil Knudson',19752,'M',1478822400,'M',90000)"
MG-7695,Maureen Gnade,08-04-1982,M,1534636800,F,100000,"Insert into Customer values('MG-7695','Maureen Gnade',30049,'M',1534636800,'F',100000)"
AJ-10945,Ashley Jarboe,01-07-1957,M,1467504000,M,100000,"Insert into Customer values('AJ-10945','Ashley Jarboe',21002,'M',1467504000,'M',100000)"
RS-19420,Ricardo Sperren,05-10-2005,M,1482624000,M,100000,"Insert into Customer values('RS-19420','Ricardo Sperren',38630,'M',1482624000,'M',100000)"
SC-20770,Stewart Carmichael,29-06-1961,S,1513728000,M,60000,"Insert into Customer values('SC-20770','Stewart Carmichael',22461,'S',1513728000,'M',60000)"
LM-17065,Liz MacKendrick,06-08-1983,M,1480896000,F,80000,"Insert into Customer values('LM-17065','Liz MacKendrick',30534,'M',1480896000,'F',80000)"
DP-13000,Darren Powers,19-09-1981,S,1528934400,F,80000,"Insert into Customer values('DP-13000','Darren Powers',29848,'S',1528934400,'F',80000)"
RD-9660,Robert Dilbeck,23-05-1971,S,1480464000,M,90000,"Insert into Customer values('RD-9660','Robert Dilbeck',26076,'S',1480464000,'M',90000)"
LB-16735,Larry Blacks,21-06-1994,S,1459900800,F,60000,"Insert into Customer values('LB-16735','Larry Blacks',34506,'S',1459900800,'F',60000)"
MZ-17515,Mary Zewe,16-09-1978,M,1565654400,M,70000,"Insert into Customer values('MZ-17515','Mary Zewe',28749,'M',1565654400,'M',70000)"
ER-3855,Elpida Rittenbach,01-02-1967,S,1480118400,F,110000,"Insert into Customer values('ER-3855','Elpida Rittenbach',24504,'S',1480118400,'F',110000)"
MS-17710,Maurice Satty,21-10-1976,S,1473120000,F,110000,"Insert into Customer values('MS-17710','Maurice Satty',28054,'S',1473120000,'F',110000)"
LC-6960,Lindsay Castell,26-11-1958,S,1524268800,M,110000,"Insert into Customer values('LC-6960','Lindsay Castell',21515,'S',1524268800,'M',110000)"
GZ-14545,George Zrebassa,27-07-1951,M,1535760000,F,80000,"Insert into Customer values('GZ-14545','George Zrebassa',18836,'M',1535760000,'F',80000)"
JK-5625,Jim Karlsson,26-08-1959,S,1501459200,F,80000,"Insert into Customer values('JK-5625','Jim Karlsson',21788,'S',1501459200,'F',80000)"
JJ-15760,Joel Jenkins,04-06-1981,S,1541548800,M,80000,"Insert into Customer values('JJ-15760','Joel Jenkins',29741,'S',1541548800,'M',80000)"
CA-2265,Christina Anderson,03-05-1994,M,1518566400,F,80000,"Insert into Customer values('CA-2265','Christina Anderson',34457,'M',1518566400,'F',80000)"
CC-2220,Chris Cortes,18-04-1994,M,1554595200,F,80000,"Insert into Customer values('CC-2220','Chris Cortes',34442,'M',1554595200,'F',80000)"
KL-6555,Kelly Lampkin,16-11-1982,M,1539302400,F,80000,"Insert into Customer values('KL-6555','Kelly Lampkin',30271,'M',1539302400,'F',80000)"
CS-2175,Charles Sheldon,14-03-1999,S,1476230400,F,60000,"Insert into Customer values('CS-2175','Charles Sheldon',36233,'S',1476230400,'F',60000)"
KL-16555,Kelly Lampkin,14-08-1980,M,1442275200,F,60000,"Insert into Customer values('KL-16555','Kelly Lampkin',29447,'M',1442275200,'F',60000)"
RD-9810,Ross DeVincentis,27-02-1974,S,1467417600,F,70000,"Insert into Customer values('RD-9810','Ross DeVincentis',27087,'S',1467417600,'F',70000)"
AJ-945,Ashley Jarboe,12-04-1982,S,1463875200,M,70000,"Insert into Customer values('AJ-945','Ashley Jarboe',30053,'S',1463875200,'M',70000)"
CC-2685,Craig Carroll,22-02-1972,S,1436572800,M,70000,"Insert into Customer values('CC-2685','Craig Carroll',26351,'S',1436572800,'M',70000)"
LO-17170,Lori Olson,05-03-1983,S,1451347200,M,70000,"Insert into Customer values('LO-17170','Lori Olson',30380,'S',1451347200,'M',70000)"
DE-13255,Deanra Eno,22-04-1987,M,1454716800,F,60000,"Insert into Customer values('DE-13255','Deanra Eno',31889,'M',1454716800,'F',60000)"
RF-9345,Randy Ferguson,12-08-1957,M,1562803200,M,60000,"Insert into Customer values('RF-9345','Randy Ferguson',21044,'M',1562803200,'M',60000)"
SC-20020,Sam Craven,11-03-1987,S,1464566400,F,60000,"Insert into Customer values('SC-20020','Sam Craven',31847,'S',1464566400,'F',60000)"
DW-13585,Dorothy Wardle,26-11-1951,M,1518220800,M,60000,"Insert into Customer values('DW-13585','Dorothy Wardle',18958,'M',1518220800,'M',60000)"
EM-4065,Erin Mull,25-02-1955,S,1450742400,M,90000,"Insert into Customer values('EM-4065','Erin Mull',20145,'S',1450742400,'M',90000)"
TD-20995,Tamara Dahlen,13-09-1972,M,1505174400,F,60000,"Insert into Customer values('TD-20995','Tamara Dahlen',26555,'M',1505174400,'F',60000)"
BD-11320,Bill Donatelli,02-11-1973,S,1475020800,M,60000,"Insert into Customer values('BD-11320','Bill Donatelli',26970,'S',1475020800,'M',60000)"
CW-11905,Carl Weiss,20-10-1991,S,1451433600,F,40000,"Insert into Customer values('CW-11905','Carl Weiss',33531,'S',1451433600,'F',40000)"
CK-2325,Christine Kargatis,25-05-1987,S,1484438400,M,40000,"Insert into Customer values('CK-2325','Christine Kargatis',31922,'S',1484438400,'M',40000)"
BP-11095,Bart Pistole,20-09-1993,S,1560902400,F,40000,"Insert into Customer values('BP-11095','Bart Pistole',34232,'S',1560902400,'F',40000)"
DV-3465,Dianna Vittorini,09-06-1952,M,1499817600,F,60000,"Insert into Customer values('DV-3465','Dianna Vittorini',19154,'M',1499817600,'F',60000)"
MY-7380,Maribeth Yedwab,14-07-1958,S,1489449600,F,30000,"Insert into Customer values('MY-7380','Maribeth Yedwab',21380,'S',1489449600,'F',30000)"
PB-9150,Philip Brown,15-08-1978,M,1508112000,F,20000,"Insert into Customer values('PB-9150','Philip Brown',28717,'M',1508112000,'F',20000)"
AG-10390,Allen Goldenen,11-07-1981,S,1554336000,M,70000,"Insert into Customer values('AG-10390','Allen Goldenen',29778,'S',1554336000,'M',70000)"
KW-16570,Kelly Williams,21-02-1985,M,1469577600,F,70000,"Insert into Customer values('KW-16570','Kelly Williams',31099,'M',1469577600,'F',70000)"
JF-5190,Jamie Frazer,16-12-2000,S,1535673600,M,40000,"Insert into Customer values('JF-5190','Jamie Frazer',36876,'S',1535673600,'M',40000)"
GB-14575,Giulietta Baptist,11-11-1982,S,1549843200,M,40000,"Insert into Customer values('GB-14575','Giulietta Baptist',30266,'S',1549843200,'M',40000)"
MR-7545,Mathew Reese,12-03-1955,S,1476144000,F,30000,"Insert into Customer values('MR-7545','Mathew Reese',20160,'S',1476144000,'F',30000)"
MO-17950,Michael Oakman,19-12-1999,M,1431648000,M,30000,"Insert into Customer values('MO-17950','Michael Oakman',36513,'M',1431648000,'M',30000)"
TA-11385,Tom Ashbrook,30-08-1958,M,1464480000,M,30000,"Insert into Customer values('TA-11385','Tom Ashbrook',21427,'M',1464480000,'M',30000)"
JM-5655,Jim Mitchum,08-04-1989,M,1481068800,M,60000,"Insert into Customer values('JM-5655','Jim Mitchum',32606,'M',1481068800,'M',60000)"
JS-5880,John Stevenson,09-06-1981,S,1534982400,M,60000,"Insert into Customer values('JS-5880','John Stevenson',29746,'S',1534982400,'M',60000)"
HP-14815,Harold Pawlan,01-12-1974,M,1551571200,M,100000,"Insert into Customer values('HP-14815','Harold Pawlan',27364,'M',1551571200,'M',100000)"
CS-12400,Christopher Schild,20-07-1997,S,1449792000,M,60000,"Insert into Customer values('CS-12400','Christopher Schild',35631,'S',1449792000,'M',60000)"
DE-3255,Deanra Eno,09-02-1983,M,1432252800,M,20000,"Insert into Customer values('DE-3255','Deanra Eno',30356,'M',1432252800,'M',20000)"
JD-6015,Joy Daniels,04-05-1961,M,1493337600,F,20000,"Insert into Customer values('JD-6015','Joy Daniels',22405,'M',1493337600,'F',20000)"
CR-2730,Craig Reiter,08-11-1971,S,1564185600,F,30000,"Insert into Customer values('CR-2730','Craig Reiter',26245,'S',1564185600,'F',30000)"
RC-9960,Ryan Crowe,02-10-1960,M,1512604800,M,20000,"Insert into Customer values('RC-9960','Ryan Crowe',22191,'M',1512604800,'M',20000)"
AO-10810,Anthony O Donnell,18-06-2001,S,1560384000,F,30000,"Insert into Customer values('AO-10810','Anthony O Donnell',37060,'S',1560384000,'F',30000)"
TB-11250,Tim Brockman,31-12-1968,S,1550361600,F,30000,"Insert into Customer values('TB-11250','Tim Brockman',25203,'S',1550361600,'F',30000)"
RA-9285,Ralph Arnett,30-05-1972,M,1439683200,F,30000,"Insert into Customer values('RA-9285','Ralph Arnett',26449,'M',1439683200,'F',30000)"
MG-8205,Mitch Gastineau,07-08-1980,S,1513641600,F,70000,"Insert into Customer values('MG-8205','Mitch Gastineau',29440,'S',1513641600,'F',70000)"
MY-8295,Muhammed Yedwab,16-12-1996,M,1539302400,F,70000,"Insert into Customer values('MY-8295','Muhammed Yedwab',35415,'M',1539302400,'F',70000)"
SR-20425,Sharelle Roach,21-06-1981,M,1467936000,F,40000,"Insert into Customer values('SR-20425','Sharelle Roach',29758,'M',1467936000,'F',40000)"
BT-1530,Bradley Talbott,05-03-1974,S,1518912000,M,80000,"Insert into Customer values('BT-1530','Bradley Talbott',27093,'S',1518912000,'M',80000)"
LS-7245,Lynn Smith,08-06-1998,S,1518220800,F,40000,"Insert into Customer values('LS-7245','Lynn Smith',35954,'S',1518220800,'F',40000)"
AB-10255,Alejandro Ballentine,28-04-1967,M,1473465600,M,60000,"Insert into Customer values('AB-10255','Alejandro Ballentine',24590,'M',1473465600,'M',60000)"
TH-21115,Thea Hudgings,19-05-1978,S,1544745600,M,60000,"Insert into Customer values('TH-21115','Thea Hudgings',28629,'S',1544745600,'M',60000)"
LC-6885,Lena Creighton,08-09-1994,S,1470096000,F,40000,"Insert into Customer values('LC-6885','Lena Creighton',34585,'S',1470096000,'F',40000)"
AC-660,Anna Chung,07-06-1960,S,1477094400,F,60000,"Insert into Customer values('AC-660','Anna Chung',22074,'S',1477094400,'F',60000)"
EM-14095,Eudokia Martin,12-03-1969,S,1485129600,M,70000,"Insert into Customer values('EM-14095','Eudokia Martin',25274,'S',1485129600,'M',70000)"
BO-11350,Bill Overfelt,15-02-1961,S,1543276800,F,70000,"Insert into Customer values('BO-11350','Bill Overfelt',22327,'S',1543276800,'F',70000)"
DM-3015,Darrin Martin,02-06-1966,S,1515542400,F,70000,"Insert into Customer values('DM-3015','Darrin Martin',24260,'S',1515542400,'F',70000)"
DD-13570,Dorothy Dickinson,23-07-1979,S,1538870400,F,70000,"Insert into Customer values('DD-13570','Dorothy Dickinson',29059,'S',1538870400,'F',70000)"
KN-16705,Kristina Nunn,16-09-1993,S,1531958400,F,60000,"Insert into Customer values('KN-16705','Kristina Nunn',34228,'S',1531958400,'F',60000)"
HM-14980,Henry MacAllister,16-04-2003,M,1427760000,M,80000,"Insert into Customer values('HM-14980','Henry MacAllister',37727,'M',1427760000,'M',80000)"
FM-4215,Filia McAdams,06-10-1951,S,1462665600,M,70000,"Insert into Customer values('FM-4215','Filia McAdams',18907,'S',1462665600,'M',70000)"
JO-15145,Jack O Briant,05-07-1991,S,1422662400,F,70000,"Insert into Customer values('JO-15145','Jack O Briant',33424,'S',1422662400,'F',70000)"
TC-11535,Tracy Collins,15-05-2003,S,1525046400,M,70000,"Insert into Customer values('TC-11535','Tracy Collins',37756,'S',1525046400,'M',70000)"
JK-15205,Jamie Kunitz,19-04-2003,S,1534032000,F,80000,"Insert into Customer values('JK-15205','Jamie Kunitz',37730,'S',1534032000,'F',80000)"
DA-3450,Dianna Arnett,24-08-2005,S,1499212800,F,130000,"Insert into Customer values('DA-3450','Dianna Arnett',38588,'S',1499212800,'F',130000)"
DB-12910,Daniel Byrd,29-03-2005,S,1540425600,M,130000,"Insert into Customer values('DB-12910','Daniel Byrd',38440,'S',1540425600,'M',130000)"
EH-4005,Erica Hernandez,12-11-2004,S,1518220800,F,80000,"Insert into Customer values('EH-4005','Erica Hernandez',38303,'S',1518220800,'F',80000)"
DN-13690,Duane Noonan,24-08-1987,S,1458864000,F,80000,"Insert into Customer values('DN-13690','Duane Noonan',32013,'S',1458864000,'F',80000)"
AS-10135,Adrian Shami,10-09-1976,M,1460678400,F,60000,"Insert into Customer values('AS-10135','Adrian Shami',28013,'M',1460678400,'F',60000)"
MC-18130,Mike Caudle,11-12-1958,S,1484438400,F,60000,"Insert into Customer values('MC-18130','Mike Caudle',21530,'S',1484438400,'F',60000)"
MM-18280,Muhammed MacIntyre,01-02-1976,S,1503446400,M,60000,"Insert into Customer values('MM-18280','Muhammed MacIntyre',27791,'S',1503446400,'M',60000)"
RL-9615,Rob Lucas,31-07-1952,S,1552608000,F,60000,"Insert into Customer values('RL-9615','Rob Lucas',19206,'S',1552608000,'F',60000)"
MA-7560,Matt Abelman,27-08-1977,S,1553126400,F,120000,"Insert into Customer values('MA-7560','Matt Abelman',28364,'S',1553126400,'F',120000)"
HG-4845,Harry Greene,27-01-2000,M,1542153600,F,130000,"Insert into Customer values('HG-4845','Harry Greene',36552,'M',1542153600,'F',130000)"
PB-8805,Patrick Bzostek,20-01-1969,M,1562630400,M,130000,"Insert into Customer values('PB-8805','Patrick Bzostek',25223,'M',1562630400,'M',130000)"
RW-19630,Rob Williams,07-11-1978,M,1498694400,M,80000,"Insert into Customer values('RW-19630','Rob Williams',28801,'M',1498694400,'M',80000)"
BT-11440,Bobby Trafton,12-09-1966,S,1526256000,F,60000,"Insert into Customer values('BT-11440','Bobby Trafton',24362,'S',1526256000,'F',60000)"
JC-5385,Jenna Caffey,05-01-2004,S,1428710400,F,60000,"Insert into Customer values('JC-5385','Jenna Caffey',37991,'S',1428710400,'F',60000)"
HR-4770,Hallie Redmond,23-12-1970,S,1494547200,F,60000,"Insert into Customer values('HR-4770','Hallie Redmond',25925,'S',1494547200,'F',60000)"
DB-3615,Doug Bickford,20-05-2003,M,1529107200,F,70000,"Insert into Customer values('DB-3615','Doug Bickford',37761,'M',1529107200,'F',70000)"
JK-6120,Julie Kriz,15-11-1989,M,1501804800,M,80000,"Insert into Customer values('JK-6120','Julie Kriz',32827,'M',1501804800,'M',80000)"
SW-20455,Shaun Weien,12-02-1961,M,1435017600,F,80000,"Insert into Customer values('SW-20455','Shaun Weien',22324,'M',1435017600,'F',80000)"
GH-4425,Gary Hwang,15-05-1990,S,1473552000,M,70000,"Insert into Customer values('GH-4425','Gary Hwang',33008,'S',1473552000,'M',70000)"
GB-4575,Giulietta Baptist,14-04-1962,M,1526169600,F,90000,"Insert into Customer values('GB-4575','Giulietta Baptist',22750,'M',1526169600,'F',90000)"
PA-19060,Pete Armstrong,04-07-1999,S,1488326400,F,70000,"Insert into Customer values('PA-19060','Pete Armstrong',36345,'S',1488326400,'F',70000)"
CA-2775,Cynthia Arntzen,07-10-1950,S,1489881600,F,70000,"Insert into Customer values('CA-2775','Cynthia Arntzen',18543,'S',1489881600,'F',70000)"
CV-12295,Christina VanderZanden,30-03-2000,S,1478476800,F,70000,"Insert into Customer values('CV-12295','Christina VanderZanden',36615,'S',1478476800,'F',70000)"
PO-9180,Philisse Overcash,14-10-1977,M,1532217600,M,60000,"Insert into Customer values('PO-9180','Philisse Overcash',28412,'M',1532217600,'M',60000)"
NC-18535,Nick Crebassa,16-02-2005,S,1521676800,F,60000,"Insert into Customer values('NC-18535','Nick Crebassa',38399,'S',1521676800,'F',60000)"
GZ-4470,Gary Zandusky,22-09-1952,S,1536019200,F,60000,"Insert into Customer values('GZ-4470','Gary Zandusky',19259,'S',1536019200,'F',60000)"
AM-360,Alice McCarthy,03-03-1977,S,1508889600,F,110000,"Insert into Customer values('AM-360','Alice McCarthy',28187,'S',1508889600,'F',110000)"
AA-480,Andrew Allen,30-11-1995,M,1544572800,M,60000,"Insert into Customer values('AA-480','Andrew Allen',35033,'M',1544572800,'M',60000)"
